gene	value_1	value_2	log2(fold_change)	p_value
MANEAL	5.1682	6.78717	0.393148	0.6642
C1orf122	31.1041	5.64283	-2.46262	0.1094
UTP11L	6.36147	4.86587	-0.386662	0.68445
AKIRIN1	14.1856	9.06916	-0.645384	0.41475
NDUFS5	232.492	104.839	-1.149	0.1372
MACF1	5.10532	3.32389	-0.61913	0.41455
KIAA0754	0.62877	0.334031	-0.912553	0.8482
PPIE	11.4498	7.12381	-0.684603	0.51395
MFSD2A	144.894	15.2357	-3.24948	0.0001
CAP1	47.1537	28.8207	-0.710265	0.3494
RLF	1.65574	0.836305	-0.985378	0.3321
ZMPSTE24	16.5276	10.849	-0.607315	0.4308
SMAP2	26.8725	19.1038	-0.492273	0.5272
ZNF643	0.275358	0.204422	-0.429759	0.79825
ZNF642	0.676562	0.639328	-0.0816669	0.95685
DEM1	1.28941	0.666551	-0.951924	0.4977
ZNF684	3.15495	1.048	-1.58997	0.19735
NFYC	12.6378	9.50946	-0.410313	0.6184
CTPS	20.0809	13.2687	-0.597801	0.4377
GUCA2B	5.10628	0.279853	-4.18953	0.13575
PPCS	43.1847	26.105	-0.726192	0.35755
PPIH	9.35343	5.42383	-0.786185	0.5052
YBX1	198.235	102.028	-0.958238	0.23085
C1orf50	9.27073	1.79873	-2.3657	0.0742
ERMAP	4.847	4.26277	-0.1853	0.84385
ZNF691	3.58007	1.83195	-0.966608	0.41325
TMEM125	0.689711	0.0646381	-3.41554	0.18285
TIE1	5.14543	3.44117	-0.58039	0.5095
MPL	0.268857	0.202641	-0.407914	0.8047
CDC20	0.415619	1.1026	1.40757	0.3719
SZT2	1.57749	0.985021	-0.679401	0.6094
PTPRF	62.2998	35.0766	-0.828718	0.31355
KDM4A	7.57834	5.35755	-0.500309	0.5302
ST3GAL3	7.08496	4.58745	-0.627069	0.4982
IPO13	7.64453	5.0125	-0.608897	0.46375
DPH2	4.8927	4.15251	-0.236645	0.80275
ATP6V0B	102.211	55.3222	-0.885618	0.24775
B4GALT2	24.1605	9.97367	-1.27645	0.12875
CCDC24	2.65932	2.48345	-0.0987133	0.942
DMAP1	11.8512	8.37449	-0.500966	0.5779
RNF220	9.82505	6.89158	-0.511631	0.53205
C1orf228	1.18408	0.160769	-2.8807	0.12625
KIF2C	0.133491	0.496309	1.8945	0.26485
RPS8	639.199	309.941	-1.04427	0.1831
PLK3	2.27677	0.737251	-1.62676	0.2372
BTBD19	0.823683	0.224861	-1.87306	0.3034
UROD	58.8133	38.8173	-0.599442	0.4264
LOC400752	0.496809	0.235397	-1.0776	0.52995
TOE1	2.22571	1.47421	-0.594327	0.7361
MMACHC	11.9754	6.00728	-0.995287	0.71325
AKR1A1	200.421	100.338	-0.99817	0.204
NASP	10.1312	5.87324	-0.786578	0.356
TMEM69	7.94199	7.06851	-0.168094	0.8828
MAST2	2.79545	1.98864	-0.491297	0.59375
TSPAN1	2.00948	0.837123	-1.26331	0.38055
UQCRH	135.041	76.4596	-0.820627	0.3071
NSUN4	2.03217	1.53558	-0.404243	0.6885
FAAH	13.1902	7.30649	-0.852215	0.32715
CYP4X1	1.93456	1.21347	-0.672862	0.60235
CYP4A22	84.9008	34.725	-1.2898	0.1027
CMPK1	99.9435	41.1719	-1.27945	0.10595
SLC5A9	3.81899	0.599925	-2.67034	0.0452
CDKN2C	1.83276	3.83344	1.06462	0.3943
RNF11	26.0096	11.9576	-1.12111	0.14535
OSBPL9	21.7434	12.8651	-0.757117	0.50005
BTF3L4	5.06787	2.08613	-1.28055	0.16265
ZFYVE9	4.0676	2.38478	-0.77032	0.3738
PRPF38A	4.50611	2.87731	-0.647164	0.5119
GPX7	6.27239	7.73538	0.302456	0.77605
ZYG11B	6.61849	2.903	-1.18896	0.1338
ZYG11A	0.889414	0.100733	-3.14231	0.06585
SCP2	491.173	189.512	-1.37395	0.14955
PODN	11.0188	0.663528	-4.05366	0.0068
CPT2	60.5683	15.7033	-1.94749	0.02485
DIO1	111.313	63.4579	-0.810746	0.3058
LRRC42	8.43035	10.842	0.362966	0.67165
TCEANC2	0.878752	0.533305	-0.720496	0.57305
MRPL37	72.0407	25.2493	-1.51257	0.0569
ACOT11	0.555484	0.0342727	-4.01862	0.2805
HEATR8	5.57275	3.959	-0.493253	0.5941
TTC4	5.57275	3.959	-0.493253	0.5941
PCSK9	10.2855	8.02312	-0.358374	0.65215
PRKAA2	0.440191	2.83161	2.68542	0.0214
C8A	208.295	61.0144	-1.77141	0.03605
FGGY	36.1643	16.1225	-1.16549	0.1462
HOOK1	6.98213	2.61037	-1.41941	0.08725
NFIA	10.5437	6.50123	-0.697595	0.36755
INADL	3.47865	2.44672	-0.507677	0.52845
USP1	3.20987	2.27388	-0.497356	0.592
ANGPTL3	169.342	66.8508	-1.34092	0.1092
ATG4C	3.29811	2.70545	-0.285769	0.7756
ALG6	2.77068	3.84602	0.473124	0.6262
EFCAB7	0.46788	0.704508	0.590479	0.6956
PGM1	145.612	57.2532	-1.3467	0.09645
CACHD1	1.46523	1.42184	-0.0433681	0.96495
RAVER2	0.453826	1.97257	2.11986	0.49555
AK4	43.0056	16.9344	-1.34457	0.09495
DNAJC6	0.197151	0.491302	1.31731	0.35315
LEPR	48.7877	52.4246	0.103725	0.8954
LEPROT	48.7877	52.4246	0.103725	0.8954
PDE4B	2.81986	1.86583	-0.595807	0.54155
TCTEX1D1	1.56621	2.25236	0.52416	0.66575
MIER1	5.60779	2.66344	-1.07414	0.2067
GADD45A	122.374	45.0871	-1.44051	0.0598
LOC100289178	0.340548	0.0668739	-2.34834	0.34885
SRSF11	11.2539	9.61482	-0.227091	0.7754
HHLA3	11.5285	6.65382	-0.792944	0.4652
CTH	35.0395	35.1314	0.00378046	0.99625
FPGT	3.00171	2.4984	-0.264777	0.7724
FPGT-TNNI3K	3.00171	2.4984	-0.264777	0.7724
TNNI3K	3.00171	2.4984	-0.264777	0.7724
TYW3	2.90999	1.8714	-0.636897	0.8568
ACADM	99.9747	69.6307	-0.52184	0.50885
RABGGTB	30.5062	16.7712	-0.863118	0.27725
ST6GALNAC3	0.732889	0.599595	-0.289605	0.8348
FAM73A	2.83175	2.43376	-0.218508	0.8096
NEXN	1.29218	0.756062	-0.773226	0.534
DNAJB4	7.47212	2.72325	-1.45619	0.1481
GIPC2	9.51637	5.87761	-0.695183	0.41105
PTGFR	0.31417	0.616846	0.973365	0.46085
IFI44L	0.506533	0.158811	-1.67335	0.25025
IFI44	3.11626	1.25663	-1.31026	0.30425
LPHN2	10.4075	6.52847	-0.672811	0.3815
PRKACB	6.00993	3.25588	-0.884302	0.3024
RPF1	7.52486	5.18892	-0.53623	0.7669
LOC646626	0.374221	0.142076	-1.39723	0.46515
CYR61	84.19	2.37797	-5.14585	0.0001
SH3GLB1	8.65413	4.42704	-0.967047	0.2055
HS2ST1	6.64367	6.61921	-0.0053216	0.99515
LOC339524	0.837843	0.351471	-1.25327	0.4243
LMO4	5.5094	1.39096	-1.98582	0.0411
PKN2	3.74914	3.96176	0.079584	0.9223
LRRC8B	0.954685	1.31545	0.462458	0.6383
LRRC8C	0.658892	0.539865	-0.287444	0.80835
LRRC8D	7.47056	8.28409	0.149127	0.84895
ZNF326	4.44229	3.01986	-0.556822	0.56535
CDC7	0.434959	0.396332	-0.134171	0.925
KIAA1107	0.299753	0.330199	0.139562	0.92375
RPAP2	1.14949	0.874989	-0.393662	0.77865
RPL5	402.962	145.651	-1.46813	0.09125
MTF2	1.41711	0.932426	-0.60389	0.6055
DR1	5.8587	4.26287	-0.458758	0.6059
FNBP1L	5.00872	2.68034	-0.902024	0.2958
LOC100129046	1.17951	0.727297	-0.697576	0.8395
ABCD3	47.9115	24.4571	-0.970119	0.20975
SLC44A3	6.39822	4.16524	-0.619273	0.523
LOC729970	6.40897	3.38851	-0.919443	0.4394
RWDD3	49.1644	30.0474	-0.710373	0.41465
TMEM56	49.1644	30.0474	-0.710373	0.41465
TMEM56-RWDD3	49.1644	30.0474	-0.710373	0.41465
FLJ31662	0.168658	0.416554	1.30441	0.4308
PTBP2	1.19946	1.15272	-0.057346	0.96015
SNX7	6.77444	5.63689	-0.265202	0.77485
PALMD	17.843	16.6217	-0.102286	0.90125
AGL	10.8512	5.50993	-0.977751	0.2037
SLC35A3	8.91331	7.17182	-0.313622	0.71675
HIAT1	9.15518	5.41554	-0.757482	0.37615
CCDC76	0.981052	0.825693	-0.248724	0.8475
RTCD1	6.98876	4.56048	-0.615851	0.49385
CDC14A	0.526111	0.450339	-0.224356	0.867
GPR88	0.347247	0.0357034	-3.28183	0.17245
VCAM1	5.26377	3.59922	-0.548412	0.5268
SLC30A7	4.15425	2.01835	-1.04142	0.20275
S1PR1	7.31336	5.89074	-0.312086	0.7107
AMY2B	2.00213	4.29891	1.10243	0.31245
RNPC3	2.00213	4.29891	1.10243	0.31245
PRMT6	0.538965	0.104043	-2.37301	0.20305
FAM102B	1.60188	0.713461	-1.16686	0.2928
PRPF38B	3.94991	3.33498	-0.244141	0.7805
STXBP3	8.12062	5.98713	-0.439726	0.60585
GPSM2	0.0553563	0.280669	2.34205	0.50415
TMEM167B	10.2964	7.24419	-0.507243	0.53535
SCARNA2	1.032	0.199659	-2.36984	0.37415
SARS	54.1053	18.9196	-1.51589	0.0494
CELSR2	0.810988	1.19159	0.55513	0.57465
SYPL2	0.308383	0.0598073	-2.36633	0.2124
ATXN7L2	0.403753	0.523851	0.375683	0.809
CYB561D1	0.986036	1.56227	0.663929	0.5432
GNAI3	11.7956	6.62013	-0.833321	0.28225
AMPD2	11.8001	9.2599	-0.349727	0.6554
GSTM4	25.6342	6.76461	-1.92199	0.0352
GSTM2	1.6067	0.245108	-2.71261	0.1133
GSTM1	161.908	0.441853	-8.51739	0.0091
GSTM5	3.25806	0.0930955	-5.12916	0.1
CSF1	6.04668	2.62269	-1.2051	0.1897
AHCYL1	31.0665	14.8385	-1.06602	0.16765
FAM40A	3.517	2.47989	-0.504067	0.6125
KCNC4	0.560081	0.260309	-1.10541	0.45245
RBM15	1.42814	1.03207	-0.468597	0.7007
CD53	6.40477	2.66402	-1.26554	0.25285
CEPT1	18.0406	7.54422	-1.2578	0.24555
ATP5F1	65.4099	41.6138	-0.652448	0.42635
C1orf162	5.92762	1.90928	-1.63442	0.2316
RAP1A	30.3275	14.0901	-1.10594	0.1656
DDX20	1.79671	1.15354	-0.63928	0.6181
CTTNBP2NL	1.0317	0.752065	-0.456088	0.6851
CAPZA1	20.7975	12.3391	-0.753175	0.32585
MOV10	13.4346	10.5331	-0.351025	0.65525
LRIG2	0.626945	0.396222	-0.662032	0.64165
MAGI3	1.847	1.06697	-0.791655	0.41165
DCLRE1B	0.673388	0.963863	0.51739	0.6886
HIPK1	5.52826	6.14017	0.151454	0.8413
OLFML3	12.8054	1.07186	-3.57856	0.0107
VANGL1	1.24533	0.596985	-1.06076	0.30405
SLC22A15	0.85784	0.0513759	-4.06154	0.05135
MAB21L3	0.272789	0.624004	1.19377	0.4256
ATP1A1	77.3745	121.835	0.655001	0.4312
CD2	1.63173	0.805267	-1.01886	0.483
PTGFRN	5.73868	2.99039	-0.940385	0.26105
TTF2	0.441705	0.480754	0.122217	0.92575
MAN1A2	4.92833	6.51669	0.403039	0.6071
FAM46C	3.86616	2.26725	-0.769957	0.38055
WDR3	5.85394	5.14471	-0.186318	0.81585
HAO2	158.754	135.416	-0.229396	0.77305
HSD3B2	0.0476704	0.38774	3.02392	0.186
HSD3B1	0.732159	0.14577	-2.32847	0.1995
PHGDH	81.36	62.9443	-0.370244	0.6273
EMBP1	0.468756	0.298103	-0.653026	0.659
LOC100130000	0.0819882	0.292222	1.83358	0.34485
SRGAP2P2	2.17478	3.06392	0.494508	0.72195
NBPF9	1.41406	2.41462	0.77195	0.4817
SEC22B	35.904	43.4082	0.273823	0.72175
NOTCH2NL	2.53602	1.85562	-0.45067	0.63865
NBPF10	0.254875	0.345429	0.438598	0.7174
HFE2	94.9868	292.798	1.6241	0.05195
TXNIP	116.321	41.9211	-1.47236	0.06955
LIX1L	4.21777	4.6801	0.150061	0.8967
RBM8A	5.32074	7.33054	0.462294	0.70635
PEX11B	15.7819	23.5371	0.576663	0.4739
ANKRD35	0.382845	2.36934	2.62966	0.05815
PIAS3	2.07055	4.04882	0.967486	0.34925
RNF115	8.02687	6.8189	-0.235299	0.7985
PDZK1	15.802	30.9628	0.970427	0.2162
PDIA3P	4.20872	6.51548	0.630491	0.51535
CHD1L	11.5874	20.9757	0.856166	0.27405
BCL9	1.09176	6.41545	2.5549	0.0109
NBPF15	1.58779	2.13333	0.42609	0.66535
NBPF16	1.58779	2.13333	0.42609	0.66535
NBPF16	0.854703	1.29636	0.600975	0.6088
LOC645166	0.60685	0.515322	-0.235866	0.8946
LOC388692	0.396876	0.246064	-0.689655	0.5739
FAM91A2	1.10132	1.12294	0.0280524	0.984
LOC728855	1.10132	1.12294	0.0280524	0.984
HIST2H2AC	1.26051	1.56591	0.312997	0.87125
BOLA1	12.2749	13.9617	0.185763	0.85555
VPS45	4.44904	10.8572	1.28709	0.1392
PLEKHO1	6.58201	2.70264	-1.28416	0.25565
CA14	1.89122	2.07162	0.131442	0.91995
C1orf54	3.87165	2.1662	-0.837782	0.58985
C1orf51	1.00687	3.6847	1.87168	0.1671
MRPS21	96.1707	134.721	0.486304	0.5466
PRPF3	3.75337	9.92922	1.4035	0.1179
RPRD2	3.83073	5.17189	0.433073	0.57515
TARS2	13.6824	21.9315	0.680688	0.3835
ECM1	22.8628	0.879738	-4.69978	0.00215
ADAMTSL4	16.7277	32.8544	0.973845	0.2042
SETDB1	3.88515	7.1843	0.886876	0.3047
ANXA9	18.4151	28.5031	0.630233	0.41775
PRUNE	6.4259	19.8054	1.62392	0.05345
BNIPL	0.227585	0.26666	0.228594	0.8865
C1orf56	4.19316	5.69856	0.442559	0.80245
MLLT11	1.05072	2.53596	1.27115	0.3209
GABPB2	0.605067	1.53185	1.34011	0.35085
SCNM1	4.56133	7.77529	0.769442	0.51605
TNFAIP8L2	4.56133	7.77529	0.769442	0.51605
TNFAIP8L2-SCNM1	4.56133	7.77529	0.769442	0.51605
PIP5K1A	5.99206	10.2567	0.775448	0.34155
PSMD4	58.9714	78.9055	0.42011	0.57885
ZNF687	3.84162	7.44089	0.95376	0.4665
PSMB4	174.284	240.738	0.466023	0.5409
CGN	20.0161	25.6956	0.360358	0.63375
TUFT1	1.43166	3.99302	1.47979	0.1811
SNX27	3.71258	6.03481	0.700887	0.3734
OAZ3	0.911832	1.03554	0.18354	0.85235
S100A9	7.47195	2.38114	-1.64983	0.24555
S100A1	2.4091	2.86544	0.25026	0.8316
CHTOP	14.2312	21.9687	0.626385	0.50195
SNAPIN	17.2827	20.9666	0.278759	0.75315
NPR1	2.70642	2.32699	-0.217919	0.82695
INTS3	8.13322	21.2898	1.38827	0.0778
SLC27A3	31.5977	28.734	-0.13706	0.855
CREB3L4	2.13541	4.34861	1.02604	0.83205
RPS27	1632.5	1244.84	-0.391124	0.6243
UBAP2L	11.6711	23.0986	0.984864	0.5814
HAX1	50.3292	62.8824	0.321261	0.67155
AQP10	0.0486026	1.38236	4.82996	0.15145
ATP8B2	2.24792	1.70493	-0.398874	0.6799
IL6R	21.5328	48.9626	1.18514	0.13855
TDRD10	0.34438	1.35599	1.97727	0.19145
CKS1B	22.4094	36.7054	0.711885	0.3966
FLAD1	12.3672	26.2719	1.08699	0.1701
ZBTB7B	14.4493	11.7945	-0.292881	0.7143
ADAM15	13.3949	19.1246	0.513747	0.52795
EFNA4	2.38755	3.83808	0.684855	0.8513
EFNA3	0.517396	0.255079	-1.02032	0.54075
EFNA1	89.9649	174.954	0.95954	0.22115
SLC50A1	25.4339	23.1315	-0.136893	0.8632
MTX1	19.5333	30.6209	0.648581	0.41485
HCN3	0.811593	1.57646	0.957857	0.6918
FDPS	77.7103	78.1732	0.00856831	0.99125
RUSC1	3.8771	8.59947	1.14927	0.7032
LOC645676	0.453514	0.332762	-0.446658	0.58805
MSTO1	1.24222	1.64137	0.401988	0.7485
DAP3	29.8902	49.3286	0.72275	0.35145
SYT11	0.714737	0.40575	-0.816823	0.5357
LAMTOR2	77.7716	113.939	0.55094	0.46745
LMNA	68.9705	117.003	0.762492	0.33515
SEMA4A	0.84566	0.167418	-2.33663	0.13425
SLC25A44	16.6491	28.0946	0.754845	0.3192
BGLAP	28.5147	59.6348	1.06445	0.1805
PMF1	28.5147	59.6348	1.06445	0.1805
PMF1-BGLAP	28.5147	59.6348	1.06445	0.1805
TMEM79	1.78805	3.89133	1.12187	0.3341
C1orf182	0.28691	0.730471	1.34823	0.18155
RHBG	2.81168	10.6328	1.91902	0.0707
APOA1BP	72.2258	104.569	0.533869	0.481
RRNAD1	9.5378	14.6508	0.619253	0.46315
PRCC	13.6527	29.0159	1.08766	0.1693
PEAR1	1.47615	0.687791	-1.1018	0.3651
KIRREL	1.21583	0.462114	-1.39563	0.30655
CD1D	4.61827	2.55414	-0.854513	0.358
CD1C	0.469296	0.0772486	-2.60292	0.1715
CD1E	0.36004	0.0478836	-2.91055	0.02825
MNDA	0.850551	0.363399	-1.22684	0.43105
PYHIN1	0.47344	0.167253	-1.50115	0.3353
IFI16	5.06525	2.52549	-1.00407	0.2842
DARC	5.41444	0.253267	-4.41808	0.0407
FCER1A	1.73543	0.099092	-4.13038	0.12245
APCS	1770.21	1609.16	-0.13761	0.89005
DUSP23	113.851	101.9	-0.159981	0.8408
FCRL6	0.331471	0.164465	-1.0111	0.5485
